帧索引,时间戳(ISO),卫星位置_x(m),卫星位置_y(m),卫星位置_z(m),卫星四元数_w,卫星四元数_x,卫星四元数_y,卫星四元数_z,摄像机焦距(mm),摄像机类型,摄像机传感器宽度(mm),摄像机传感器高度(mm)
103,2025-01-01T00:34:24.578313,-0.944227,7.938751,-5.947021,0.003966,-0.646094,-0.753249,-0.123140,50.00,PERSP,36.00,24.00
104,2025-01-01T00:34:44.819277,-0.907486,7.942976,-5.956299,0.010751,-0.639363,-0.757804,-0.129740,50.00,PERSP,36.00,24.00
105,2025-01-01T00:35:05.060241,-0.872915,7.947413,-5.970581,0.017528,-0.632541,-0.762235,-0.136313,50.00,PERSP,36.00,24.00
106,2025-01-01T00:35:25.301205,-0.842392,7.950641,-5.984253,0.024276,-0.625647,-0.766533,-0.142840,50.00,PERSP,36.00,24.00
107,2025-01-01T00:35:45.542169,-0.813959,7.953703,-5.996826,0.031108,-0.618566,-0.770766,-0.149429,50.00,PERSP,36.00,24.00
108,2025-01-01T00:36:05.783133,-0.788580,7.956172,-6.001709,0.037881,-0.611443,-0.774845,-0.155944,50.00,PERSP,36.00,24.00
109,2025-01-01T00:36:26.024096,-0.765938,7.958521,-6.016113,0.044654,-0.604219,-0.778806,-0.162438,50.00,PERSP,36.00,24.00
110,2025-01-01T00:36:46.265060,-0.745352,7.960384,-6.036987,0.051448,-0.596871,-0.782662,-0.168935,50.00,PERSP,36.00,24.00
111,2025-01-01T00:37:06.506024,-0.728177,7.962472,-6.054321,0.058179,-0.589488,-0.786365,-0.175353,50.00,PERSP,36.00,24.00
112,2025-01-01T00:37:26.746988,-0.713083,7.963416,-6.072021,0.064975,-0.581933,-0.789985,-0.181813,50.00,PERSP,36.00,24.00
113,2025-01-01T00:37:46.987952,-0.701219,7.964793,-6.077271,0.071674,-0.574384,-0.793436,-0.188163,50.00,PERSP,36.00,24.00
114,2025-01-01T00:38:07.228916,-0.692406,7.965677,-6.086792,0.078418,-0.566681,-0.796793,-0.194537,50.00,PERSP,36.00,24.00
