帧索引,时间戳(ISO),卫星位置_x(m),卫星位置_y(m),卫星位置_z(m),卫星四元数_w,卫星四元数_x,卫星四元数_y,卫星四元数_z,摄像机焦距(mm),摄像机类型,摄像机传感器宽度(mm),摄像机传感器高度(mm)
119,2025-01-01T00:39:48.433735,1.699253,8.059741,-1.460571,0.216816,-0.551955,-0.790111,-0.155117,50.00,PERSP,36.00,24.00
120,2025-01-01T00:40:08.674699,1.701028,8.058743,-1.463013,0.223780,-0.544587,-0.791828,-0.162341,50.00,PERSP,36.00,24.00
121,2025-01-01T00:40:28.915663,1.700626,8.057762,-1.462524,0.230713,-0.537129,-0.793422,-0.169544,50.00,PERSP,36.00,24.00
122,2025-01-01T00:40:49.156627,1.697093,8.058408,-1.463501,0.237584,-0.529615,-0.794884,-0.176693,50.00,PERSP,36.00,24.00
123,2025-01-01T00:41:09.397590,1.691241,8.059891,-1.462646,0.244351,-0.522092,-0.796210,-0.183745,50.00,PERSP,36.00,24.00
124,2025-01-01T00:41:29.638554,1.683580,8.062113,-1.461914,0.251114,-0.514450,-0.797419,-0.190804,50.00,PERSP,36.00,24.00
125,2025-01-01T00:41:49.879518,1.674487,8.063503,-1.456665,0.257887,-0.506672,-0.798511,-0.197884,50.00,PERSP,36.00,24.00
126,2025-01-01T00:42:10.120482,1.662566,8.066529,-1.445557,0.264571,-0.498871,-0.799471,-0.204882,50.00,PERSP,36.00,24.00
127,2025-01-01T00:42:30.361446,1.648581,8.068803,-1.441772,0.271293,-0.490898,-0.800315,-0.211932,50.00,PERSP,36.00,24.00
128,2025-01-01T00:42:50.602410,1.631902,8.071690,-1.435181,0.277896,-0.482938,-0.801025,-0.218868,50.00,PERSP,36.00,24.00
129,2025-01-01T00:43:10.843373,1.613419,8.075986,-1.425659,0.284468,-0.474887,-0.801612,-0.225784,50.00,PERSP,36.00,24.00
130,2025-01-01T00:43:31.084337,1.591508,8.080009,-1.410645,0.290990,-0.466771,-0.802072,-0.232658,50.00,PERSP,36.00,24.00
131,2025-01-01T00:43:51.325301,1.567250,8.084738,-1.398560,0.297448,-0.458605,-0.802407,-0.239475,50.00,PERSP,36.00,24.00
132,2025-01-01T00:44:11.566265,1.542009,8.089733,-1.382568,0.303924,-0.450285,-0.802619,-0.246324,50.00,PERSP,36.00,24.00
133,2025-01-01T00:44:31.807229,1.512914,8.095370,-1.369995,0.310295,-0.441969,-0.802704,-0.253074,50.00,PERSP,36.00,24.00
134,2025-01-01T00:44:52.048193,1.480777,8.101220,-1.355957,0.316605,-0.433600,-0.802665,-0.259771,50.00,PERSP,36.00,24.00
135,2025-01-01T00:45:12.289157,1.447122,8.107332,-1.341309,0.322943,-0.425062,-0.802498,-0.266509,50.00,PERSP,36.00,24.00
136,2025-01-01T00:45:32.530120,1.410572,8.113503,-1.300171,0.329162,-0.416548,-0.802209,-0.273132,50.00,PERSP,36.00,24.00
137,2025-01-01T00:45:52.771084,1.371483,8.120315,-1.186768,0.335350,-0.407942,-0.801793,-0.279735,50.00,PERSP,36.00,24.00
138,2025-01-01T00:46:13.012048,1.327618,8.127956,-1.064331,0.341462,-0.399306,-0.801254,-0.286269,50.00,PERSP,36.00,24.00
139,2025-01-01T00:46:33.253012,1.282339,8.134626,-0.944702,0.347576,-0.390528,-0.800585,-0.292818,50.00,PERSP,36.00,24.00
140,2025-01-01T00:46:53.493976,1.233974,8.142364,-0.843140,0.353629,-0.381700,-0.799790,-0.299312,50.00,PERSP,36.00,24.00
141,2025-01-01T00:47:13.734940,1.180799,8.150147,-0.722168,0.359571,-0.372892,-0.798878,-0.305701,50.00,PERSP,36.00,24.00
142,2025-01-01T00:47:33.975904,1.125458,8.158739,-0.606323,0.365466,-0.364015,-0.797842,-0.312052,50.00,PERSP,36.00,24.00
143,2025-01-01T00:47:54.216867,1.066218,8.166286,-0.490112,0.371361,-0.354992,-0.796670,-0.318416,50.00,PERSP,36.00,24.00
