帧索引,时间戳(ISO),卫星位置_x(m),卫星位置_y(m),卫星位置_z(m),卫星四元数_w,卫星四元数_x,卫星四元数_y,卫星四元数_z,摄像机焦距(mm),摄像机类型,摄像机传感器宽度(mm),摄像机传感器高度(mm)
12,2025-01-01T00:03:42.650602,-4.423937,-26.912424,-0.729614,0.401940,0.339609,0.284286,-0.801431,50.00,PERSP,36.00,24.00
13,2025-01-01T00:04:02.891566,-4.274552,-26.937202,-0.731689,0.393238,0.345699,0.290806,-0.800804,50.00,PERSP,36.00,24.00
14,2025-01-01T00:04:23.132530,-4.115350,-26.961933,-0.733154,0.384459,0.351747,0.297292,-0.800051,50.00,PERSP,36.00,24.00
15,2025-01-01T00:04:43.373494,-3.946555,-26.984955,-0.734375,0.375569,0.357775,0.303769,-0.799168,50.00,PERSP,36.00,24.00
16,2025-01-01T00:05:03.614458,-3.764374,-27.013008,-0.733398,0.366733,0.363671,0.310117,-0.798172,50.00,PERSP,36.00,24.00
17,2025-01-01T00:05:23.855422,-3.571710,-27.038759,-0.736084,0.357764,0.369560,0.316471,-0.797042,50.00,PERSP,36.00,24.00
18,2025-01-01T00:05:44.096386,-3.366935,-27.064772,-0.735840,0.348757,0.375380,0.322762,-0.795791,50.00,PERSP,36.00,24.00
19,2025-01-01T00:06:04.337349,-3.150128,-27.089407,-0.732422,0.339665,0.381161,0.329024,-0.794410,50.00,PERSP,36.00,24.00
20,2025-01-01T00:06:24.578313,-2.917077,-27.118933,-0.734009,0.330636,0.386809,0.335156,-0.792924,50.00,PERSP,36.00,24.00
21,2025-01-01T00:06:44.819277,-2.674345,-27.140673,-0.729736,0.321385,0.392503,0.341351,-0.791285,50.00,PERSP,36.00,24.00
22,2025-01-01T00:07:05.060241,-2.415534,-27.165213,-0.732788,0.312181,0.398076,0.347427,-0.789540,50.00,PERSP,36.00,24.00
23,2025-01-01T00:07:25.301205,-2.141571,-27.188662,-0.734009,0.302912,0.403596,0.353459,-0.787668,50.00,PERSP,36.00,24.00
24,2025-01-01T00:07:45.542169,-1.851048,-27.210972,-0.733032,0.293622,0.409038,0.359419,-0.785679,50.00,PERSP,36.00,24.00
25,2025-01-01T00:08:05.783133,-1.544597,-27.229057,-0.731812,0.284254,0.414434,0.365344,-0.783561,50.00,PERSP,36.00,24.00
26,2025-01-01T00:08:26.024096,-1.219610,-27.248281,-0.734131,0.274916,0.419725,0.371166,-0.781338,50.00,PERSP,36.00,24.00
27,2025-01-01T00:08:46.265060,-0.878272,-27.260197,-0.733765,0.265441,0.425002,0.376988,-0.778970,50.00,PERSP,36.00,24.00
28,2025-01-01T00:09:06.506024,-0.519106,-27.267885,-0.736084,0.255898,0.430228,0.382767,-0.776473,50.00,PERSP,36.00,24.00
29,2025-01-01T00:09:26.746988,-0.139745,-27.271399,-0.742920,0.246353,0.435364,0.388462,-0.773864,50.00,PERSP,36.00,24.00
30,2025-01-01T00:09:46.987952,0.262526,-27.271778,-0.743408,0.236825,0.440404,0.394064,-0.771150,50.00,PERSP,36.00,24.00
31,2025-01-01T00:10:07.228916,0.686825,-27.265322,-0.749756,0.227260,0.445375,0.399605,-0.768316,50.00,PERSP,36.00,24.00
32,2025-01-01T00:10:27.469880,1.131880,-27.250608,-0.748413,0.217610,0.450302,0.405113,-0.765348,50.00,PERSP,36.00,24.00
33,2025-01-01T00:10:47.710843,1.602698,-27.228487,-0.751587,0.207988,0.455128,0.410522,-0.762280,50.00,PERSP,36.00,24.00
34,2025-01-01T00:11:07.951807,2.096858,-27.194786,-0.746826,0.198284,0.459908,0.415896,-0.759077,50.00,PERSP,36.00,24.00
35,2025-01-01T00:11:28.192771,2.613189,-27.147602,-0.744629,0.188474,0.464652,0.421245,-0.755731,50.00,PERSP,36.00,24.00
36,2025-01-01T00:11:48.433735,3.157628,-27.089787,-0.741699,0.178699,0.469292,0.426492,-0.752287,50.00,PERSP,36.00,24.00
37,2025-01-01T00:12:08.674699,3.728827,-27.015549,-0.736572,0.168870,0.473871,0.431687,-0.748716,50.00,PERSP,36.00,24.00
38,2025-01-01T00:12:28.915663,4.330853,-26.928017,-0.736084,0.159125,0.478325,0.436757,-0.745069,50.00,PERSP,36.00,24.00
39,2025-01-01T00:12:49.156627,4.957331,-26.818272,-0.731323,0.149233,0.482760,0.441821,-0.741260,50.00,PERSP,36.00,24.00
40,2025-01-01T00:13:09.397590,5.616657,-26.690395,-0.729248,0.139455,0.487059,0.446748,-0.737389,50.00,PERSP,36.00,24.00
41,2025-01-01T00:13:29.638554,6.300521,-26.536314,-0.723511,0.129524,0.491339,0.451671,-0.733351,50.00,PERSP,36.00,24.00
42,2025-01-01T00:13:49.879518,7.011972,-26.354704,-0.717773,0.119551,0.495551,0.456533,-0.729188,50.00,PERSP,36.00,24.00
43,2025-01-01T00:14:10.120482,7.756119,-26.148125,-0.708496,0.109691,0.499631,0.461259,-0.724967,50.00,PERSP,36.00,24.00
44,2025-01-01T00:14:30.361446,8.525625,-25.907843,-0.708496,0.099751,0.503659,0.465944,-0.720606,50.00,PERSP,36.00,24.00
45,2025-01-01T00:14:50.602410,9.316666,-25.629492,-0.707397,0.089668,0.507658,0.470616,-0.716075,50.00,PERSP,36.00,24.00
46,2025-01-01T00:15:10.843373,10.137618,-25.318104,-0.703247,0.079756,0.511505,0.475128,-0.711516,50.00,PERSP,36.00,24.00
47,2025-01-01T00:15:31.084337,10.979980,-24.966085,-0.699829,0.069816,0.515279,0.479574,-0.706839,50.00,PERSP,36.00,24.00
48,2025-01-01T00:15:51.325301,11.836740,-24.568401,-0.693726,0.059737,0.519021,0.484002,-0.701991,50.00,PERSP,36.00,24.00
49,2025-01-01T00:16:11.566265,12.715569,-24.128090,-0.688599,0.049788,0.522629,0.488293,-0.697101,50.00,PERSP,36.00,24.00
50,2025-01-01T00:16:31.807229,13.602641,-23.639269,-0.682495,0.039798,0.526170,0.492523,-0.692086,50.00,PERSP,36.00,24.00
51,2025-01-01T00:16:52.048193,14.496431,-23.102173,-0.679688,0.029789,0.529632,0.496681,-0.686957,50.00,PERSP,36.00,24.00
52,2025-01-01T00:17:12.289157,15.390840,-22.514950,-0.676270,0.019719,0.533031,0.500785,-0.681691,50.00,PERSP,36.00,24.00
53,2025-01-01T00:17:32.530120,16.280359,-21.878220,-0.675293,0.009628,0.536352,0.504818,-0.676309,50.00,PERSP,36.00,24.00
54,2025-01-01T00:17:52.771084,17.163200,-21.193974,-0.675293,0.000354,-0.539553,-0.508727,0.670879,50.00,PERSP,36.00,24.00
55,2025-01-01T00:18:13.012048,18.030891,-20.462639,-0.674927,0.010367,-0.542680,-0.512570,0.665329,50.00,PERSP,36.00,24.00
56,2025-01-01T00:18:33.253012,18.875973,-19.686401,-0.675537,0.020382,-0.545724,-0.516334,0.659674,50.00,PERSP,36.00,24.00
57,2025-01-01T00:18:53.493976,19.687332,-18.868841,-0.676636,0.030535,-0.548724,-0.520069,0.653833,50.00,PERSP,36.00,24.00
58,2025-01-01T00:19:13.734940,20.480001,-18.015587,-0.678711,0.040343,-0.551540,-0.523600,0.648089,50.00,PERSP,36.00,24.00
59,2025-01-01T00:19:33.975904,21.222937,-17.129982,-0.679077,0.050419,-0.554348,-0.527148,0.642083,50.00,PERSP,36.00,24.00
60,2025-01-01T00:19:54.216867,21.929422,-16.218451,-0.681519,0.060392,-0.557044,-0.530580,0.636034,50.00,PERSP,36.00,24.00
61,2025-01-01T00:20:14.457831,22.588240,-15.286814,-0.681519,0.070399,-0.559665,-0.533945,0.629859,50.00,PERSP,36.00,24.00
62,2025-01-01T00:20:34.698795,23.198711,-14.341380,-0.684082,0.080402,-0.562199,-0.537228,0.623582,50.00,PERSP,36.00,24.00
63,2025-01-01T00:20:54.939759,23.761351,-13.388399,-0.685547,0.090389,-0.564645,-0.540425,0.617209,50.00,PERSP,36.00,24.00
64,2025-01-01T00:21:15.180723,24.274239,-12.433534,-0.686279,0.100370,-0.567004,-0.543541,0.610733,50.00,PERSP,36.00,24.00
65,2025-01-01T00:21:35.421687,24.736330,-11.483243,-0.690063,0.110367,-0.569282,-0.546581,0.604141,50.00,PERSP,36.00,24.00
66,2025-01-01T00:21:55.662651,25.152475,-10.541734,-0.689331,0.120241,-0.571446,-0.549504,0.597525,50.00,PERSP,36.00,24.00
67,2025-01-01T00:22:15.903614,25.522074,-9.614240,-0.689941,0.130140,-0.573532,-0.552355,0.590787,50.00,PERSP,36.00,24.00
68,2025-01-01T00:22:36.144578,25.840675,-8.708391,-0.690063,0.140184,-0.575561,-0.555165,0.583840,50.00,PERSP,36.00,24.00
69,2025-01-01T00:22:56.385542,26.128164,-7.819108,-0.693726,0.149900,-0.577439,-0.557804,0.577017,50.00,PERSP,36.00,24.00
70,2025-01-01T00:23:16.626506,26.372408,-6.956194,-0.691406,0.159685,-0.579247,-0.560382,0.570041,50.00,PERSP,36.00,24.00
71,2025-01-01T00:23:36.867470,26.576283,-6.122520,-0.692749,0.169583,-0.580989,-0.562908,0.562875,50.00,PERSP,36.00,24.00
72,2025-01-01T00:23:57.108434,26.747402,-5.316947,-0.694458,0.179405,-0.582630,-0.565333,0.555657,50.00,PERSP,36.00,24.00
73,2025-01-01T00:24:17.349398,26.892084,-4.539759,-0.694458,0.189132,-0.584170,-0.567653,0.548402,50.00,PERSP,36.00,24.00
74,2025-01-01T00:24:37.590361,27.006454,-3.795276,-0.695557,0.198867,-0.585624,-0.569894,0.541033,50.00,PERSP,36.00,24.00
75,2025-01-01T00:24:57.831325,27.097780,-3.081315,-0.696533,0.208580,-0.586989,-0.572048,0.533573,50.00,PERSP,36.00,24.00
